,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,0
0,-2.0756059,-1.0457903,2.1269364,0.03682476,-0.7575737,-0.5173646,0.8555064,1.0519387,0.4577361,0.013479672,-0.03962736,0.6387284,0.4816722,2.3378356,1.7784723,0.1330968,-2.2713149,-4.4568896,2.0978181,-1.1379194,0.18843968,-0.33500186,1.1254551,-0.3240294,0.14095204,1.0769464,0.75880855,-0.09977403,3.1199605,0.88376576,-0.8934079,1.1595806,1.4306155,1.6856766,1.343437,-1.2591196,-0.63915133,-2.3362856,-0.013654974,-1.4638698,-0.46895644,-1.0547645,-1.3328675,1.1364112,2.222378,-1.801457,-0.30644822,-1.0284115,4.773604,3.460161,1.92609,-1.3512213,-0.25878474,2.010327,-1.0566522,0.3605282,1.171181,0.7575887,0.9000853,0.5992525,-0.46552727,2.0969653,1.345872,1.9332482,5.066823,-0.7057698,0.60591626,-0.89964306,-0.21572398,-2.108331,-1.6812478,-0.19855705,-1.7443817,-3.0557945,2.0525296,0.39081508,0.12857084,1.2105209,-0.79502845,-1.3825791,-2.022209,-2.7928112,1.4743655,0.20319341,0.25348178,-0.11004343,1.1893592,0.809359,1.2666261,0.07667175,-0.98024935,0.32778004,1.0435971,0.84855026,0.59234285,-0.51521057,-1.3779355,-1.0243442,-0.48935902,1.0649172,1.2388933,-1.3202198,-1.1941499,-1.8222169,0.6945428,1.6993983,-1.7886267,-0.7526024,1.5256213,-1.797587,1.6333718,-0.7464825,1.4365039,-1.1751726,-0.08277881,2.0736508,-2.109485,0.35163414,-1.1397262,-0.08199057,-0.44430754,2.0423088,1.2004099,0.04101038,0.86172956,0.8686288,1.2276378,0.525842,0.24122006,0.5957165,0.6917548,-1.1405561,0.36572185,0.557838,0.44018275,0.86373043,0.3268286,-1.6588237,0.5949897,-0.26871112,0.89518213,0.7669703,-0.4244784,-0.12468689,-1.496749,0.4476817,0.4361171,0.45678127,-0.8715276,2.8083746,3
1,1.3211117,0.5928365,0.53415406,0.122659795,1.1829574,-0.67336375,-0.18210189,1.064393,0.8700602,0.44281274,-0.75043005,-1.2277826,0.5139123,-0.6716799,-0.34917015,-0.06371466,1.1301243,-0.41761416,0.40412638,0.4494455,-1.3338436,0.86282444,-0.22265087,-0.9256832,0.6866798,0.03457418,-0.5436287,-0.08365012,0.016255625,-0.6045054,-0.14717706,-0.45020616,-0.780342,0.31729665,1.1437626,0.94640607,1.4907517,-0.36354023,-0.22340365,-0.31172252,0.62586457,-0.20721333,-0.8397045,-0.20560302,-0.9656789,-0.13868783,-0.122015014,0.058767214,-0.004219377,0.05683253,0.6793344,-0.34470788,-0.15522896,-0.44555616,0.512399,0.0300618,-0.212618,-0.7176026,-1.4361565,-0.4312338,1.2981681,0.24975495,-1.165577,-0.2709987,-1.9029298,0.08184574,-0.10143636,1.7100916,1.0882862,0.30637038,0.8570791,-0.5943567,-0.41145322,0.8320391,-1.4432615,0.02378483,-0.018924199,0.11995563,-0.1918635,-0.4741274,1.2715361,-0.02347257,0.20855422,1.3525267,-0.7740157,-1.3891603,1.2509693,-0.29375213,0.44493833,0.21878722,0.13312447,1.2020395,0.6270595,-0.09505479,0.19818518,0.15935804,1.127825,0.8677829,0.15401512,-0.90702176,1.5337101,-1.583165,-1.0419561,0.4891962,-0.45465106,-0.35174462,0.6023601,0.065512486,0.7194785,0.20973513,0.58199924,0.81365913,-0.9787877,0.43317613,0.33987778,-0.71020085,0.041666336,-1.8389612,0.12789519,-0.1535433,0.93653625,0.7439232,-0.262089,0.9060655,-0.14907062,-0.21751033,-0.7189623,-0.08408465,0.21893743,0.67264986,-0.5674399,-0.29798284,-0.052385822,-0.42778006,0.3386582,0.5180916,-0.12575947,-0.3124913,-1.2450054,0.17857707,0.7199502,0.37475932,-0.31758156,-0.19993386,-0.57305455,0.59745634,-0.12316474,1.1992513,-0.9209272,1.4247772,1
2,-0.7611933,-0.019730344,-0.23990661,0.4990944,1.3043809,-0.5610107,0.06974689,1.6209103,0.118995965,0.40020218,-0.51621974,-0.07279067,-0.07129817,0.9999797,-0.23563091,-1.6634297,-0.43847364,-0.54575235,-0.11670311,0.7865739,-0.7234421,0.8210372,-0.34875232,-0.94560456,-0.40521044,0.24824269,0.04962103,-0.08762142,0.22702442,-0.6389783,-0.3019201,-1.22479,1.0760636,-1.0488676,-0.40528202,-0.45568165,-0.20217136,0.026434153,-0.39367262,0.13398905,0.29344782,-0.7787395,1.0201495,1.1069405,0.13896129,1.1288872,-1.2074285,-0.5660371,-0.2661533,-0.3452844,0.185654,0.74710387,-0.027870338,0.89097154,-0.43997887,1.137868,2.0777626,0.64169335,0.43194836,1.1317066,-0.29632637,-0.7617399,0.34546965,-0.509774,-0.40085468,-0.77206135,1.3164852,0.060177002,-0.81993127,0.24684303,-0.014163853,-0.26703495,1.179177,-0.6391164,-0.99555975,0.57049435,1.1991881,-0.076590195,-0.53791386,-0.57613254,-1.0473465,0.65893203,-0.12508096,-0.5972461,0.5942847,0.11333743,-0.13413493,0.6859308,-0.16151105,-0.9212162,-0.29672104,0.13702755,0.22987491,-0.33358946,-0.29995614,-0.10157254,0.62232405,0.21887735,-0.5580241,0.8329686,-0.27219373,0.60367316,-0.8197798,0.0969867,-0.95853764,0.9630485,0.72335786,0.22693512,1.1703633,0.46659356,0.043530844,-0.28739855,0.14654535,0.26978013,-1.8037922,-0.42259228,-0.17047153,-0.46833876,-0.95257753,0.44423646,-0.09905192,-1.2219188,-0.18329372,0.08685185,-0.83079296,0.64044696,1.0034922,-0.42519924,-0.05383126,-0.7033561,-0.5352906,-0.4853995,1.3723702,-0.4818614,0.4531032,-0.3813016,-1.4346088,0.5699055,0.035466615,-1.1217133,-0.16537467,-1.7854847,0.70838773,0.0010296891,-0.015269698,1.503353,0.8672902,1.2897584,-0.99506307,-0.7507374,2
3,-0.11740771,0.11654514,-0.009745139,2.104061,-0.5498307,0.6234286,0.88558394,0.4962747,-0.34600234,-0.1736764,0.042415723,1.8456551,0.36492336,-0.31664872,-0.6018106,-0.1275236,-0.5526061,0.4310288,1.9328277,0.39547375,0.3412486,0.22806805,-0.66501397,-0.28045422,1.4485307,0.24514265,-0.5405674,0.07265502,-0.8799664,0.24860887,0.87478435,-0.90222794,0.74239314,0.15167125,1.0852958,-0.2389372,-0.54344857,-0.9059396,0.21863717,1.4050765,0.25766852,-0.05702819,-0.26552334,-0.24632338,-0.7918818,0.4375885,2.118948,0.41318703,0.0809878,0.46079743,0.93471104,-0.77825767,-0.42134666,0.64033574,-0.79341185,-1.522444,1.1392297,-0.8929653,-0.76138747,1.7617573,-0.19189766,0.3736182,0.39764392,-1.0052266,0.17033817,-0.09646904,0.27725405,1.104525,0.75302917,-1.2656736,-0.047282744,0.092701346,0.4668236,-0.37836176,1.568995,-0.16374145,-0.64333254,2.2135997,-0.2582552,-1.05596,-0.8651608,1.3473579,-0.30073637,-0.88420665,-0.37637076,-1.3165892,0.8368145,-0.052355118,0.74301374,1.3715851,1.1643758,0.0067207473,-2.1840115,-2.6305988,2.8552365,-0.62192917,-1.5601305,1.3447205,-3.2928588,1.0466092,-1.2152317,-0.93536663,0.8777402,2.2827237,1.0214616,0.7177158,-2.2921999,0.18585718,-0.19490467,0.3335033,1.6341467,1.4182184,0.48830006,-0.13157344,0.3747702,-0.4872211,1.0477092,-1.0066662,2.0416813,0.2343954,2.235936,2.361929,-2.0552402,-0.47577706,3.2574046,-0.46693748,0.2263106,-2.4827282,0.7323275,0.24641906,-0.723455,1.9621683,-1.237284,1.6711967,0.40707606,-1.3464583,-0.14193301,-0.33696574,-1.2943883,0.7455812,-0.042589128,-1.1070249,-0.31410986,1.1430125,1.0286989,0.27109814,0.2304149,0.6437339,-2.632324,-0.41500282,6
4,-0.39636987,0.42684466,-0.25098407,-0.65181285,1.795055,0.91780764,0.3491235,-1.3910631,1.175008,1.0978172,-0.18104103,0.5672805,-0.27917197,-0.21581134,0.17615144,0.854819,0.32189867,0.7234851,1.4961622,0.8637321,0.50898945,-0.4631774,1.2086374,-2.7000644,-0.569516,0.45294353,0.21955894,0.09229079,0.5406823,-0.6147668,-2.4749892,2.1333847,0.24383163,-0.17936781,1.228117,-0.68908286,-1.5828763,-1.9575784,-0.14979693,1.2207193,-0.41239613,4.379972,0.5864033,1.056154,0.61926764,-0.65328634,1.2328838,0.41783,-0.5128399,-0.7047386,0.018183721,-0.36697698,0.37175333,-1.1825634,0.0024080535,-0.25955814,-1.1708318,0.7135994,-1.0061046,1.896794,0.0060581733,-0.19829774,-1.920168,0.11722638,-0.9558083,-1.3720644,0.367199,-0.7217543,-1.1522986,0.44049692,-1.6508,0.73414093,0.70530355,0.03907826,-0.018364387,-0.6730996,-0.12023388,-1.3897017,1.3890251,-0.6648103,0.16052598,1.0691621,-0.3873023,-1.2152997,0.46828797,-0.4215371,-0.044901993,-0.52720106,-2.1886182,-1.9019059,-0.5838144,0.8740627,0.22006121,-0.9102111,-0.8412986,0.48481217,-0.5143039,-0.34033638,0.4247771,3.3669207,-0.7471927,0.48675755,-0.7073255,-0.06620774,0.056418575,0.38268855,0.5300395,0.4604596,0.59301275,-0.57038873,-0.31834844,0.05649291,0.067191906,0.28628224,0.21714127,0.7574765,0.08241203,-0.64349955,-0.32438365,-0.46911746,0.40163803,1.7533859,2.4102957,0.4273392,-0.80610275,-0.6365268,-0.46120209,0.21819824,-0.949156,-1.5006838,1.1382794,-0.4817679,0.01090865,-0.20736505,-2.1792865,-1.0485234,0.39868876,0.2100454,-0.5232625,0.20188197,1.4913592,0.5955448,-0.7523036,-0.41406223,0.6624346,0.014244681,0.087688655,0.6954408,0.47516665,-0.31452727,4
5,-0.99288833,-0.041766666,0.92018205,-0.2198775,-0.13841003,-0.5909043,2.0276387,-1.3846844,0.7217249,0.14138223,1.1305633,0.5699061,0.28703865,-0.16946465,0.05126883,0.5215554,0.21824218,0.6263634,-0.9306414,0.39257976,1.2431544,0.96762466,-0.09859638,-1.0155032,1.1978023,0.5956367,0.9587776,-0.20831725,0.08849184,-0.9144941,1.0667908,0.7122851,0.24832617,-0.14922869,-0.8032289,-0.7744126,-0.7304026,-1.166507,-1.5907792,-0.29952848,0.5919458,-0.51257545,0.9678213,-0.8197263,-0.41981775,1.2120847,0.7503524,-0.502984,0.08547629,0.47468632,1.0104736,-0.033252787,0.686217,-0.47317034,0.6627149,0.31587264,0.28573003,-0.38338652,1.7591891,-0.5142768,-0.39409932,-0.46350005,0.4945987,0.55804455,0.047457885,-1.1325539,-0.4955901,0.49448982,0.7779762,1.142541,2.5435321,-0.558075,0.34804055,-0.37415162,-0.12988605,-0.29486623,-0.7383066,0.77665555,0.29154265,-0.62488943,-1.1041312,1.0273981,-1.0345771,1.9615102,-0.4349377,0.34945768,-0.052816834,-1.5450137,-0.41030958,-0.7167563,0.12773411,-0.009957261,0.027651912,-0.40989298,-1.2464285,-0.266565,0.016168578,0.2518796,-1.6643077,1.3605539,0.37374115,-1.121216,0.3368808,0.091062844,1.1996485,-0.6428187,-0.73583764,-0.34526947,0.6210105,-1.9192514,0.21136053,0.19849701,1.6654531,-0.0704507,-1.317951,-0.43248892,-0.31976962,2.7595816,0.057632342,0.30391216,-0.31908628,-1.2637386,1.0817803,0.98980725,0.102281444,1.2296294,1.6423249,-1.3715137,0.41568187,-0.24698612,0.7671537,0.34585822,-0.010467947,0.6517782,0.654315,-0.76408213,0.89572775,-0.8593834,-0.9121042,0.07575724,-1.0340713,-0.111616455,-0.27810153,1.0259674,-0.06334205,0.18268631,-0.105247915,-0.85027754,0.5971747,-0.87768906,6
6,0.18771686,-0.33729228,-0.10201769,-0.24363546,-0.09917807,0.60537887,-0.79858184,0.40803865,0.5535635,-1.0112618,0.14750081,-0.99429935,-0.051381,0.29635543,-0.49581715,-0.6991413,-0.16721423,-0.28660035,1.054909,0.13459371,0.19497006,0.144534,1.3336523,0.07678635,0.7535783,-0.37857231,0.0020507814,0.16690953,-0.904902,-0.3351182,-0.6053783,-1.0013523,0.22636944,-0.9041771,1.0414953,0.6688732,-0.9025149,0.09863982,0.4976673,-0.4389497,0.27139512,-1.1614655,-0.016390666,-1.2219347,-0.04028244,-0.43518886,0.9826241,0.24214411,0.7489832,-0.120794386,1.194156,-1.3036659,-0.6076718,-0.52711153,1.0653919,-0.36777282,-0.14629188,0.057069205,0.028373174,-0.47670093,-1.1359445,-0.864508,0.41396615,0.90961456,0.57197005,0.22993515,-0.23153724,0.5554485,-0.52437073,0.79625016,-0.5273009,0.36566043,0.19775647,-0.0078039537,-0.5844566,-0.7644272,0.88844156,-0.93919754,-0.7392851,0.5027259,-1.1664037,0.6296502,-0.3948244,-0.6540438,0.4288449,-0.2555888,0.4561361,-0.540757,-0.33491144,0.54013294,0.9566498,-0.3231892,-0.025563534,-0.34508112,1.2251935,1.3147358,-1.2758931,0.0044804895,-0.64264137,0.47429028,0.2019651,-0.114559226,-0.48272917,0.8759119,0.059171166,-0.13023643,1.0506006,-0.03387567,-0.3152023,-0.22842954,0.30458495,0.5694381,-0.66155994,-0.5946045,-0.37960818,0.21617164,-1.0227029,0.63211685,-0.8601739,0.7205489,-0.9597824,-0.32154015,-1.3848107,-0.9410705,-0.0028281768,0.37945575,-0.8758892,0.27015305,0.46413916,-0.16665561,1.2428118,0.78453517,0.09701799,-2.1893692,0.85975754,0.2690675,-0.63412106,0.10789383,-0.3334584,-0.16126807,0.3426296,-0.38140795,-0.8704692,0.74567825,1.0728323,-0.38623,0.0732454,-0.9864717,0.098360285,0.7372483,2
7,-0.22740577,1.4015006,1.1863325,-0.8368244,-0.12099522,-1.3325562,-0.9206375,-0.95967734,0.7772986,1.7135531,-0.29181144,0.55768216,1.3218842,-1.295598,-1.3005903,0.19551787,1.6642673,-0.21728405,-0.08576333,1.6330351,1.7966263,-1.3317664,0.71203834,-0.5119879,-0.50674576,0.845013,0.9026597,0.08884236,1.0759377,0.43176812,-0.57449377,0.556208,-3.138225,0.41767383,1.6366085,0.30057532,0.2654155,-0.84554297,0.73741984,-0.62174636,1.4569004,-0.4240811,-1.3076365,-0.8215596,-1.1574348,0.10709688,0.70886207,0.6281707,0.82716715,0.9381678,-1.3068935,0.00043721593,-0.6258436,1.7720237,1.2045614,-2.2184436,-0.10832283,1.295959,1.6439338,-0.21208611,0.016970243,0.5811047,-0.4238674,0.9516385,-0.27513394,-0.11916659,-0.047924023,0.8874545,-1.4489263,0.222873,-0.15611954,-0.039662324,-0.43104485,0.03901516,-0.41414392,-1.4096283,0.34361565,-0.900967,-1.1131618,-0.09918514,1.1582658,-0.014532115,-0.24133518,0.36988318,-0.27459767,-0.954776,0.12693644,-0.033034034,0.009211234,-0.20389497,1.0087624,-1.0869374,-0.32512274,-0.4761511,0.076062135,1.5911789,0.8673284,0.24077198,0.08339276,1.2125297,0.37160465,0.8661205,0.040096115,-0.54527724,0.43836147,-0.809169,-0.26126143,0.7023713,1.395841,-1.1292902,-1.1935223,1.1062152,0.21388038,0.6303899,-0.20447445,-0.4626306,1.3914809,0.002199732,-1.0642217,-0.16890505,-0.31328604,0.7156852,-2.0937595,0.18459469,0.24263038,-1.4991646,1.2955438,-0.106395274,-0.48488054,0.76949483,-0.49275604,0.38802359,-1.0172383,-0.39392823,-0.65107626,1.280884,1.5612622,-0.055033352,1.8866544,-0.2983039,1.5088686,-0.8921883,1.5298641,2.2929897,0.4330729,-0.3628663,0.09165717,0.41693702,1.1693513,0.30717528,6
8,-0.9289077,-0.6918927,0.56812733,-0.5122263,-1.1564182,-1.3506943,0.09553746,-1.4586847,-1.48668,2.3818836,0.7837699,2.3393688,0.98810905,0.22220229,-0.4198882,-0.5855598,-0.09488476,-0.27584535,0.1430998,-1.2665703,-0.8742982,-1.4597987,-2.669414,0.46541098,-0.21876815,-0.5529494,2.139162,0.1967301,-1.0525249,-0.2382335,-0.32048565,-1.466965,1.1603912,-1.0244151,1.2207252,1.1714941,1.2491237,-1.0876584,-0.012760896,3.1562693,0.6131181,-0.42530373,-0.25107437,-0.065248564,1.4220144,0.080543205,1.1650898,0.11270424,-1.6994975,0.06259932,0.46330312,-0.8505255,-0.32090533,0.18022618,-0.38918617,1.0349302,0.0071752714,-0.76985615,-0.8823159,-1.1511813,-1.4515429,2.3067355,-0.087459974,-2.248349,0.29141897,-0.42824814,0.17806238,1.3006157,1.0202072,-0.19635382,0.47629124,-0.7701576,0.26269943,-2.029528,-0.43079516,1.6398084,-2.3411927,-0.7047746,-0.46852666,0.5186876,0.057874423,0.059683494,-0.36858222,2.917657,-1.2122228,0.23152523,0.15983869,2.1322637,0.65147084,0.891146,0.6740021,-0.2624625,-1.805678,-0.5350231,0.091604725,0.1406925,-2.2460058,1.189749,1.0509014,0.7203875,1.0892117,0.107450314,0.138942,-0.91117775,1.136169,0.10456341,-2.0389261,0.53723675,-1.6123095,-1.0594704,-1.1991222,0.46633413,0.23127845,0.6458072,0.9735326,-0.28933957,-1.110654,0.45018408,-0.338677,0.09225178,-1.2961668,-0.073447995,-0.1504399,0.7290628,0.7080357,0.53008235,0.35405597,0.6465443,1.0297582,-0.75569075,-1.6830757,-1.0600785,-0.8468973,-0.36461678,-0.45196128,0.9520505,0.41857824,0.9578582,-0.74004036,0.06300473,0.11712422,0.25875327,0.14516322,-0.6086464,0.33649373,-0.52992314,0.91555035,0.20359102,-0.17788082,0.8744363,4
